IN FILE,CLIP LENGTH,OFFSET,DURATION,MAX FREQ,MIN FREQ,SAMPLE RATE,MANUAL ID,TIME_SPENT,LAST MOD BY,LAST MOD DATE,LAST MOD TIME,FOLDER
Actitis-macularius-415533.wav,16.849,8.0569,0.3159,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,6.644,0.2545,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,8.5308,0.3685,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,5.9332,0.2984,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,9.0573,0.3773,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,14.8667,0.2983,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,9.8997,0.3072,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,15.5161,0.3334,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-415533.wav,16.849,15.1826,0.2984,24000,0,44100,Actitis-macularius,2943.4,alarce, 11/22/2021, 08:18:09,./Mixed_Bird/
Actitis-macularius-448472.wav,4.72816,0.7317,0.2635,24000,0,44100,Actitis-macularius,2696.11,alarce, 11/22/2021, 02:41:22,./Mixed_Bird/
Actitis-macularius-448472.wav,4.72816,2.0294,0.3596,24000,0,44100,Actitis-macularius,2696.11,alarce, 11/22/2021, 02:41:22,./Mixed_Bird/
Actitis-macularius-448472.wav,4.72816,1.005,0.3054,24000,0,44100,Actitis-macularius,2696.11,alarce, 11/22/2021, 02:41:22,./Mixed_Bird/
Actitis-macularius-448472.wav,4.72816,2.389,0.3767,24000,0,44100,Actitis-macularius,2696.11,alarce, 11/22/2021, 02:41:22,./Mixed_Bird/
Actitis-macularius-448472.wav,4.72816,1.7585,0.2709,24000,0,44100,Actitis-macularius,2696.11,alarce, 11/22/2021, 02:41:22,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,0.0911,0.2,24000,0,48000,Adelomyia-melanogenys,226.012,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,0.9812,0.16,24000,0,48000,Adelomyia-melanogenys,226.015,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,0.6212,0.15,24000,0,48000,Adelomyia-melanogenys,226.015,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,1.5812,0.1601,24000,0,48000,Adelomyia-melanogenys,226.016,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,2.2513,0.32,24000,0,48000,Adelomyia-melanogenys,226.017,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,2.0913,0.16,24000,0,48000,Adelomyia-melanogenys,226.017,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.0114,0.15,24000,0,48000,Adelomyia-melanogenys,226.017,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.3114,0.35,24000,0,48000,Adelomyia-melanogenys,226.018,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,4.0115,0.15,24000,0,48000,Adelomyia-melanogenys,226.019,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.7614,0.1601,24000,0,48000,Adelomyia-melanogenys,226.018,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,4.2715,0.16,24000,0,48000,Adelomyia-melanogenys,226.019,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,5.0316,0.15,24000,0,48000,Adelomyia-melanogenys,226.019,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,5.3516,0.15,24000,0,48000,Adelomyia-melanogenys,226.02,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,5.8516,0.1801,24000,0,48000,Adelomyia-melanogenys,226.02,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,6.6617,0.15,24000,0,48000,Adelomyia-melanogenys,226.021,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,6.8817,0.1701,24000,0,48000,Adelomyia-melanogenys,226.021,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,7.8218,0.3201,24000,0,48000,Adelomyia-melanogenys,226.022,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,7.4518,0.19,24000,0,48000,Adelomyia-melanogenys,226.021,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,8.3319,0.16,24000,0,48000,Adelomyia-melanogenys,226.022,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,8.7719,0.2,24000,0,48000,Adelomyia-melanogenys,226.023,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.172,0.16,24000,0,48000,Adelomyia-melanogenys,226.023,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.372,0.22,24000,0,48000,Adelomyia-melanogenys,226.023,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.782,0.19,24000,0,48000,Adelomyia-melanogenys,226.024,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.592,0.13,24000,0,48000,Adelomyia-melanogenys,226.024,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.032,0.2101,24000,0,48000,Adelomyia-melanogenys,226.025,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.2621,0.21,24000,0,48000,Adelomyia-melanogenys,226.025,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.5121,0.2,24000,0,48000,Adelomyia-melanogenys,226.025,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.8021,0.21,24000,0,48000,Adelomyia-melanogenys,226.026,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.0121,0.19,24000,0,48000,Adelomyia-melanogenys,226.026,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.2021,0.2001,24000,0,48000,Adelomyia-melanogenys,226.026,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.4022,0.2,24000,0,48000,Adelomyia-melanogenys,226.027,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.6022,0.2,24000,0,48000,Adelomyia-melanogenys,226.027,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.8822,0.27,24000,0,48000,Adelomyia-melanogenys,226.027,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,12.2822,0.1901,24000,0,48000,Adelomyia-melanogenys,226.028,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,12.6723,0.17,24000,0,48000,Adelomyia-melanogenys,226.028,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,12.8923,0.19,24000,0,48000,Adelomyia-melanogenys,226.029,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.1523,0.19,24000,0,48000,Adelomyia-melanogenys,226.029,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.4024,0.17,24000,0,48000,Adelomyia-melanogenys,226.029,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.8324,0.22,24000,0,48000,Adelomyia-melanogenys,226.03,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,14.2024,0.2701,24000,0,48000,Adelomyia-melanogenys,226.03,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,14.6325,0.22,24000,0,48000,Adelomyia-melanogenys,226.031,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,14.8825,0.23,24000,0,48000,Adelomyia-melanogenys,226.031,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,15.1725,0.25,24000,0,48000,Adelomyia-melanogenys,226.031,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.6324,0.19,24000,0,48000,Adelomyia-melanogenys,226.03,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,15.4825,0.3201,24000,0,48000,Adelomyia-melanogenys,226.032,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,15.8626,0.3,24000,0,48000,Adelomyia-melanogenys,226.032,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,16.1826,0.25,24000,0,48000,Adelomyia-melanogenys,226.032,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,16.5826,0.2601,24000,0,48000,Adelomyia-melanogenys,226.033,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,17.2127,0.26,24000,0,48000,Adelomyia-melanogenys,226.033,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,18.2228,0.27,24000,0,48000,Adelomyia-melanogenys,226.033,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,17.8628,0.19,24000,0,48000,Adelomyia-melanogenys,226.034,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,18.6228,0.2701,24000,0,48000,Adelomyia-melanogenys,226.034,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,19.0629,0.2,24000,0,48000,Adelomyia-melanogenys,226.035,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,19.3529,0.13,24000,0,48000,Adelomyia-melanogenys,226.035,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,19.5829,0.17,24000,0,48000,Adelomyia-melanogenys,226.035,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,20.233,0.2,24000,0,48000,Adelomyia-melanogenys,226.036,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,20.8531,0.19,24000,0,48000,Adelomyia-melanogenys,226.037,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,20.013,0.17,24000,0,48000,Adelomyia-melanogenys,226.036,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,20.653,0.19,24000,0,48000,Adelomyia-melanogenys,226.036,alarce, 11/22/2021, 02:45:37,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,0.1111,0.16,24000,0,48000,Adelomyia-melanogenys,5050.34,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,0.6312,0.17,24000,0,48000,Adelomyia-melanogenys,5050.34,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.0014,0.16,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,0.9912,0.16,24000,0,48000,Adelomyia-melanogenys,5050.34,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,2.1113,0.48,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,1.5712,0.1901,24000,0,48000,Adelomyia-melanogenys,5050.34,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.9915,0.15,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,4.2715,0.15,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.7814,0.1201,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,3.3214,0.37,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,5.0216,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,5.3416,0.16,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,5.8616,0.2101,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,7.4618,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,6.8717,0.2001,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,6.6617,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,7.8618,0.2201,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,8.3319,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,8.8019,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.372,0.19,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.162,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.562,0.2,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.762,0.22,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,9.982,0.2501,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.2921,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.4821,0.21,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,10.8221,0.17,24000,0,48000,Adelomyia-melanogenys,5050.35,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.0121,0.19,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.2221,0.1701,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.4122,0.19,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.6022,0.21,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,11.8822,0.25,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,12.6623,0.17,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,12.2922,0.2101,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,12.8923,0.18,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.1523,0.17,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.3924,0.2,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.6224,0.21,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,13.8224,0.22,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,14.6625,0.17,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,14.9025,0.23,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,15.1825,0.27,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,14.2024,0.23,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,15.5125,0.2501,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,15.8926,0.26,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-45834.wav,21.312,16.1526,0.26,24000,0,48000,Adelomyia-melanogenys,5050.36,alarce, 11/22/2021, 03:20:41,./Mixed_Bird/
Adelomyia-melanogenys-218195.wav,21.924,4.4119,3.5807,24000,0,32000,Adelomyia-melanogenys,5516.66,alarce, 11/22/2021, 04:56:59,./Mixed_Bird/
Adelomyia-melanogenys-218195.wav,21.924,1.1213,1.9404,24000,0,32000,Adelomyia-melanogenys,5516.66,alarce, 11/22/2021, 04:56:59,./Mixed_Bird/
Adelomyia-melanogenys-218195.wav,21.924,11.2732,0.23,24000,0,32000,Adelomyia-melanogenys,5516.66,alarce, 11/22/2021, 04:56:59,./Mixed_Bird/
Adelomyia-melanogenys-218195.wav,21.924,11.5832,2.2904,24000,0,32000,Adelomyia-melanogenys,5516.66,alarce, 11/22/2021, 04:56:59,./Mixed_Bird/
